Applying machine learning to the problem of choosing a heuristic to select the variable ordering for cylindrical algebraic decomposition,April 2014,"Zongyan Huang, Matthew England, David Wilson, James H. Davenport, Lawrence C. Paulson, James Bridge"
A Comparison of First-order Algorithms for Machine Learning,April 2014,"Yu Wei, Pock Thomas"
Automatic Differentiation of Algorithms for Machine Learning,April 2014,"Atilim Gunes Baydin, Barak A. Pearlmutter"
Closed-loop separation control using machine learning,May 2014,"Nicolas Gautier, Thomas Duriez, Jean-Luc Aider, Bernd Noack, Marc Segond, Markus Abel"
Application of Machine Learning Techniques in Aquaculture,May 2014,"Akhlaqur Rahman, Sumaira Tasnim"
An Investigation of Machine Learning Methods Applied to Structure Prediction in Condensed Matter,May 2014,"William J. Brouwer, James D. Kubicki, Jorge O. Sofo, C. Lee Giles"
Machine Learning in Wireless Sensor Networks: Algorithms Strategies and Applications,May 2014,"Mohammad Abu Alsheikh, Shaowei Lin, Dusit Niyato, Hwee-Pink Tan"
Machine Translation Model based on Non-parallel Corpus and Semi-supervised Transductive Learning,May 2014,Lijiang Chen
Futility Analysis in the Cross-Validation of Machine Learning Models,May 2014,Max Kuhn
An Easy to Use Repository for Comparing and Improving Machine Learning Algorithm Usage,May 2014,"Michael R. Smith, Andrew White, Christophe Giraud-Carrier, Tony Martinez"
A Game-theoretic Machine Learning Approach for Revenue Maximization in Sponsored Search,June 2014,"Di He, Wei Chen, Liwei Wang, Tie-Yan Liu"
Learning Phrase Representations using RNN Encoder-Decoder for Statistical Machine Translation,June 2014,"Kyunghyun Cho, Bart van Merrienboer, Caglar Gulcehre, Dzmitry Bahdanau, Fethi Bougares, Holger Schwenk, Yoshua Bengio"
Machine learning approach for text and document mining,June 2014,"Vishwanath Bijalwan, Pinki Kumari, Jordan Pascual, Vijay Bhaskar Semwal"
Memristor models for machine learning,June 2014,"Juan Pablo Carbajal, Joni Dambre, Michiel Hermans, Benjamin Schrauwen"
The Milky Way Project: Leveraging Citizen Science and Machine Learning to Detect Interstellar Bubbles,June 2014,"Christopher Beaumont, Alyssa Goodman, Jonathan Williams, Sarah Kendrew, Robert Simpson"
Explicit Computation of Input Weights in Extreme Learning Machines,June 2014,"Jonathan Tapson, Philip de Chazal, André van Schaik"
SPINN: a straightforward machine learning solution to the pulsar candidate selection problem,June 2014,"V. Morello, E. D. Barr, M. Bailes, C. M. Flynn, E. F. Keane, W. van Straten"
Evaluation of Machine Learning Techniques for Green Energy Prediction,June 2014,Ankur Sahai
Robust Optimization using Machine Learning for Uncertainty Sets,July 2014,"Theja Tulabandhula, Cynthia Rudin"
An eigenanalysis of data centering in machine learning,July 2014,Paul Honeine
Machine Learning Classification of SDSS Transient Survey Images,July 2014,"L. du Buisson, N. Sivanandam, B. A. Bassett, M. Smith"
'Almost Sure' Chaotic Properties of Machine Learning Methods,July 2014,"Nabarun Mondal, Partha P. Ghosh"
OpenML: networked science in machine learning,July 2014,"Joaquin Vanschoren, Jan N. van Rijn, Bernd Bischl, Luis Torgo"
Automated Machine Learning on Big Data using Stochastic Algorithm Tuning,July 2014,"Thomas Nickson, Michael A Osborne, Steven Reece, Stephen J Roberts"
Thurstonian Boltzmann Machines: Learning from Multiple Inequalities,August 2014,"Truyen Tran, Dinh Phung, Svetha Venkatesh"
Machine learning for many-body physics: The case of the Anderson impurity model,August 2014,"Louis-François Arsenault, Alejandro Lopez-Bezanilla, O. Anatole von Lilienfeld, Andrew J. Millis"
LARSEN-ELM: Selective Ensemble of Extreme Learning Machines using LARS for Blended Data,August 2014,"Bo Han, Bo He, Rui Nian, Mengmeng Ma, Shujing Zhang, Minghui Li, Amaury Lendasse"
RMSE-ELM: Recursive Model based Selective Ensemble of Extreme Learning Machines for Robustness Improvement,August 2014,"Bo Han, Bo He, Mengmeng Ma, Tingting Sun, Tianhong Yan, Amaury Lendasse"
GraphLab: A New Framework For Parallel Machine Learning,August 2014,"Yucheng Low, Joseph E. Gonzalez, Aapo Kyrola, Danny Bickson, Carlos E. Guestrin, Joseph Hellerstein"
Closed-loop control of an experimental mixing layer using machine learning control,August 2014,"Vladimir Parezanović, Thomas Duriez, Laurent Cordier, Bernd R. Noack, Joël Delville, Jean-Paul Bonnet, Marc Segond, Markus Abel, Steven L. Brunton"
Neural Machine Translation by Jointly Learning to Align and Translate,September 2014,"Dzmitry Bahdanau, Kyunghyun Cho, Yoshua Bengio"
Machine Learning Etudes in Astrophysics: Selection Functions for Mock Cluster Catalogs,September 2014,"Amir Hajian, Marcelo Alvarez, J. Richard Bond"
Learning Machines Implemented on Non-Deterministic Hardware,September 2014,"Suyog Gupta, Vikas Sindhwani, Kailash Gopalakrishnan"
An introduction to quantum machine learning,September 2014,"M. Schuld, I. Sinayskiy, F. Petruccione"
A study on effectiveness of extreme learning machine,September 2014,"Yuguang Wang, Feilong Cao, Yubo Yuan"
A new approach in machine learning,September 2014,Alain Tapp
Machine learning for ultrafast X-ray diffraction patterns on large-scale GPU clusters,September 2014,"Tomas Ekeberg, Stefan Engblom, Jing Liu"
Taking into Account the Differences between Actively and Passively Acquired Data: The Case of Active Learning with Support Vector Machines for Imbalanced Datasets,September 2014,"Michael Bloodgood, K. Vijay-Shanker"
Distributed Machine Learning via Sufficient Factor Broadcasting,September 2014,"Pengtao Xie, Jin Kyu Kim, Yi Zhou, Qirong Ho, Abhimanu Kumar, Yaoliang Yu, Eric Xing"
Identifying structural flow defects in disordered solids using machine learning methods,September 2014,"Ekin D. Cubuk, Samuel S. Schoenholz, Jennifer M. Rieser, Brad D. Malone, Joerg Rottler, Douglas J. Durian, Efthimios Kaxiras, Andrea J. Liu"
Entanglement-Based Machine Learning on a Quantum Computer,September 2014,"X. -D. Cai, D. Wu, Z. -E. Su, M. -C. Chen, X. -L. Wang, L. Li, N. -L. Liu, C. -Y. Lu, J. -W. Pan"
Combining human and machine learning for morphological analysis of galaxy images,September 2014,"Evan Kuminski, Joe George, John Wallin, Lior Shamir"
A Machine Learning Approach for Dynamical Mass Measurements of Galaxy Clusters,October 2014,"Michelle Ntampaka, Hy Trac, Dougal J. Sutherland, Nicholas Battaglia, Barnabas Poczos, Jeff Schneider"
Machine Learning Techniques in Cognitive Radio Networks,October 2014,"Peter Hossain, Adaulfo Komisarczuk, Garin Pawetczak, Sarah Van Dijk, Isabella Axelsen"
Multi-Scale Local Shape Analysis and Feature Selection in Machine Learning Applications,October 2014,"Paul Bendich, Ellen Gasparovic, John Harer, Rauf Izmailov, Linda Ness"
Generalization Analysis for Game-Theoretic Machine Learning,October 2014,"Haifang Li, Fei Tian, Wei Chen, Tao Qin, Tie-Yan Liu"
Ab-Initio Molecular Dynamics Acceleration Scheme with an Adaptive Machine Learning Framework,October 2014,"Venkatesh Botu, Rampi Ramprasad"
Complexity Issues and Randomization Strategies in Frank-Wolfe Algorithms for Machine Learning,October 2014,"Emanuele Frandi, Ricardo Nanculef, Johan Suykens"
Feature importance for machine learning redshifts applied to SDSS galaxies,October 2014,"Ben Hoyle, Markus Michael Rau, Roman Zitlau, Stella Seitz, Jochen Weller"
On Bootstrapping Machine Learning Performance Predictors via Analytical Models,October 2014,"Diego Didona, Paolo Romano"
Gamma/hadron segregation for a ground based imaging atmospheric Cherenkov telescope using machine learning methods: Random Forest leads,October 2014,"Mradul Sharma, J. Nayak, M. K. Koul, S. Bose, Abhas Mitra"
Recognizing molecular patterns by machine learning: an agnostic structural definition of the hydrogen bond,October 2014,"Piero Gasparotto, Michele Ceriotti"
Machine Learning of Coq Proof Guidance: First Experiments,October 2014,"Cezary Kaliszyk, Lionel Mamane, Josef Urban"
Bucking the Trend: Large-Scale Cost-Focused Active Learning for Statistical Machine Translation,October 2014,"Michael Bloodgood, Chris Callison-Burch"
A Machine Learning Method to Infer Fundamental Stellar Parameters from Photometric Light Curves,November 2014,"A. A. Miller, J. S. Bloom, J. W. Richards, Y. S. Lee, D. L. Starr, N. R. Butler, S. Tokarz, N. Smith, J. A. Eisner"
Solar Flare Prediction Using SDO/HMI Vector Magnetic Field Data with a Machine-Learning Algorithm,November 2014,"Monica G. Bobra, Sebastien Couvidat"
Application Layer Intrusion Detection with Combination of Explicit-Rule- Based and Machine Learning Algorithms and Deployment in Cyber- Defence Program,November 2014,"Amal Saha, Sugata Sanyal"
Association Rule Based Flexible Machine Learning Module for Embedded System Platforms like Android,November 2014,"Amiraj Dhawan, Shruti Bhave, Amrita Aurora, Vishwanathan Iyer"
Influence Functions for Machine Learning: Nonparametric Estimators for Entropies Divergences and Mutual Informations,November 2014,"Kirthevasan Kandasamy, Akshay Krishnamurthy, Barnabas Poczos, Larry Wasserman, James M. Robins"
Machine learning for discriminating quantum measurement trajectories and improving readout,November 2014,"Easwar Magesan, Jay M. Gambetta, A. D. Córcoles, Jerry M. Chow"
Introduction to astroML: Machine Learning for Astrophysics,November 2014,"Jacob T. VanderPlas, Andrew J. Connolly, Zeljko Ivezic, Alex Gray"
Differentially Private Algorithms for Empirical Machine Learning,November 2014,"Ben Stoddard, Yan Chen, Ashwin Machanavajjhala"
Accelerated Parallel Optimization Methods for Large Scale Machine Learning,November 2014,"Haipeng Luo, Patrick Haffner, Jean-Francois Paiement"
Learning interpretable models of phenotypes from whole genome sequences with the Set Covering Machine,December 2014,"Alexandre Drouin, Sébastien Giguère, Vladana Sagatovich, Maxime Déraspe, François Laviolette, Mario Marchand, Jacques Corbeil"
MLitB: Machine Learning in the Browser,December 2014,"Edward Meeds, Remco Hendriks, Said Al Faraby, Magiel Bruntink, Max Welling"
Machine Learning for Neuroimaging with Scikit-Learn,December 2014,"Alexandre Abraham, Fabian Pedregosa, Michael Eickenberg, Philippe Gervais, Andreas Muller, Jean Kossaifi, Alexandre Gramfort, Bertrand Thirion, Gäel Varoquaux"
From dependency to causality: a machine learning approach,December 2014,"Gianluca Bontempi, Maxime Flauder"
A Stable Multi-Scale Kernel for Topological Machine Learning,December 2014,"Jan Reininghaus, Stefan Huber, Ulrich Bauer, Roland Kwitt"
Boltzmann-Machine Learning of Prior Distributions of Binarized Natural Images,December 2014,"Tomoyuki Obuchi, Hirokazu Koma, Muneki Yasuda"
Differential Privacy and Machine Learning: a Survey and Review,December 2014,"Zhanglong Ji, Zachary C. Lipton, Charles Elkan"
Fast simple and accurate handwritten digit classification by training shallow neural network classifiers with the 'extreme learning machine' algorithm,December 2014,"Mark D. McDonnell, Migel D. Tissera, Tony Vladusich, André van Schaik, Jonathan Tapson"
A Taxonomy of Big Data for Optimal Predictive Machine Learning and Data Mining,January 2015,Ernest Fokoue
Photonic Delay Systems as Machine Learning Implementations,January 2015,"Michiel Hermans, Miguel Soriano, Joni Dambre, Peter Bienstman, Ingo Fischer"
Feature Selection based on Machine Learning in MRIs for Hippocampal Segmentation,January 2015,"Sabina Tangaro, Nicola Amoroso, Massimo Brescia, Stefano Cavuoti, Andrea Chincarini, Rosangela Errico, Paolo Inglese, Giuseppe Longo, Rosalia Maglietta, Andrea Tateo, Giuseppe Riccio, Roberto Bellotti"
Nonlinear Model Predictive Control of A Gasoline HCCI Engine Using Extreme Learning Machines,January 2015,"Vijay Manikandan Janakiraman, XuanLong Nguyen, Dennis Assanis"
Stochastic Gradient Based Extreme Learning Machines For Online Learning of Advanced Combustion Engines,January 2015,"Vijay Manikandan Janakiraman, XuanLong Nguyen, Dennis Assanis"
Stochastic Local Interaction (SLI) Model: Interfacing Machine Learning and Geostatistics,January 2015,Dionissios T. Hristopulos
Information Theory and its Relation to Machine Learning,January 2015,Bao-Gang Hu
Using machine learning to classify the diffuse interstellar bands,January 2015,"Dalya Baron, Dovi Poznanski, Darach Watson, Yushu Yao, Nick L. J. Cox, J. Xavier Prochaska"
Machine learning for transient discovery in Pan-STARRS1 difference imaging,January 2015,"D. E. Wright, S. J. Smartt, K. W. Smith, P. Miller, R. Kotak, A. Rest, W. S. Burgett, K. C. Chambers, H. Flewelling, K. W. Hodapp, M. Huber, R. Jedicke, N. Kaiser, N. Metcalfe, P. A. Price, J. L. Tonry, R. J. Wainscoat, C. Waters"
Constrained Extreme Learning Machines: A Study on Classification Cases,January 2015,"Wentao Zhu, Jun Miao, Laiyun Qing"
Data augmentation for machine learning redshifts applied to SDSS galaxies,January 2015,"Ben Hoyle, Markus Michael Rau, Christopher Bonnett, Stella Seitz, Jochen Weller"
Iterated Support Vector Machines for Distance Metric Learning,February 2015,"Wangmeng Zuo, Faqiang Wang, David Zhang, Liang Lin, Yuchi Huang, Deyu Meng, Lei Zhang"
Hyperparameter Search in Machine Learning,February 2015,"Marc Claesen, Bart De Moor"
Real World Applications of Machine Learning Techniques over Large Mobile Subscriber Datasets,February 2015,"Jobin Wilson, Chitharanj Kachappilly, Rakesh Mohan, Prateek Kapadia, Arun Soman, Santanu Chaudhury"
Proximal Algorithms in Statistics and Machine Learning,February 2015,"Nicholas G. Polson, James G. Scott, Brandon T. Willard"
A Predictive System for detection of Bankruptcy using Machine Learning techniques,February 2015,"Kalyan Nagaraj, Amulyashree Sridhar"
The Ladder: A Reliable Leaderboard for Machine Learning Competitions,February 2015,"Avrim Blum, Moritz Hardt"
Automatic differentiation in machine learning: a survey,February 2015,"Atilim Gunes Baydin, Barak A. Pearlmutter, Alexey Andreyevich Radul, Jeffrey Mark Siskind"
On predictability of rare events leveraging social media: a machine learning perspective,February 2015,"Lei Le, Emilio Ferrara, Alessandro Flammini"
MILJS : Brand New JavaScript Libraries for Matrix Calculation and Machine Learning,February 2015,"Ken Miura, Tetsuaki Mano, Atsushi Kanehira, Yuichiro Tsuchiya, Tatsuya Harada"
Non-linear Learning for Statistical Machine Translation,March 2015,"Shujian Huang, Huadong Chen, Xinyu Dai, Jiajun Chen"
A Review of Relational Machine Learning for Knowledge Graphs,March 2015,"Maximilian Nickel, Kevin Murphy, Volker Tresp, Evgeniy Gabrilovich"
Automated detection and classification of cryptographic algorithms in binary programs through machine learning,March 2015,Diane Duros Hosfelt
Representation Learning with Deep Extreme Learning Machines for Efficient Image Set Classification,March 2015,"Muhammad Uzair, Faisal Shafait, Bernard Ghanem, Ajmal Mian"
On the Intrinsic Limits to Representationally-Adaptive Machine-Learning,March 2015,David Windridge
apsis - Framework for Automated Optimization of Machine Learning Hyper Parameters,March 2015,"Frederik Diehl, Andreas Jauch"
L_1-regularized Boltzmann machine learning using majorizer minimization,March 2015,Masayuki Ohzeki
Big Data meets Quantum Chemistry Approximations: The $Δ$-Machine Learning Approach,March 2015,"Raghunathan Ramakrishnan, Pavlo O. Dral, Matthias Rupp, O. Anatole von Lilienfeld"
Efficient Machine Learning for Big Data: A Review,March 2015,"O. Y. Al-Jarrah, P. D. Yoo, S Muhaidat, G. K. Karagiannidis, K. Taha"
Transferable atomic multipole machine learning models for small organic molecules,March 2015,"Tristan Bereau, Denis Andrienko, O. Anatole von Lilienfeld"
